,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
421,1,8,0,6,1,7,7,5,3,7,6,8,0,8,0,8,3,7,4,5,2,8,6,2,7,7,6,7,0,9,4,7
422,1,4,0,5,0,7,7,4,4,7,6,8,0,8,0,8,2,7,3,5,2,7,7,0,7,13,6,8,0,8,1,8
423,4,7,5,5,3,9,5,2,6,6,7,5,0,9,4,7,1,3,1,2,0,7,7,1,7,7,6,9,0,8,2,8
424,5,7,6,8,6,8,10,4,5,6,7,9,3,6,8,6,3,7,4,5,2,8,6,2,7,7,6,7,0,9,4,7
425,3,9,4,7,3,7,7,0,6,13,6,8,0,8,1,8,5,11,7,8,4,9,6,2,7,7,6,6,0,9,4,7
426,1,7,2,5,1,7,7,0,7,13,6,8,0,8,1,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8
427,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8
428,1,3,2,2,0,7,7,1,7,13,6,8,0,8,1,8,3,8,4,6,2,7,9,0,8,14,6,6,0,9,1,7
429,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,1,3,1,2,0,7,7,2,6,7,6,8,0,8,2,8
430,1,9,0,6,1,7,7,5,3,7,6,8,0,8,0,8,1,6,0,4,0,7,7,5,3,7,6,8,0,8,0,8
431,4,11,6,8,3,7,7,0,8,14,6,8,0,8,1,8,1,3,2,2,0,7,7,1,7,13,6,8,0,8,1,8
432,1,6,2,4,2,7,7,1,8,7,6,9,0,8,3,8,7,14,5,8,3,10,5,6,5,13,3,7,3,8,5,10
433,6,14,5,8,3,7,9,2,6,14,5,6,1,8,5,8,1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8
434,5,9,6,6,4,5,7,3,7,7,6,12,0,8,4,9,7,14,6,8,4,10,6,4,6,14,3,6,2,8,6,10
435,1,6,0,8,1,7,7,4,4,7,6,8,0,8,0,8,6,10,7,8,4,8,4,1,6,7,7,8,1,10,4,8
436,2,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,1,7,2,5,1,7,7,0,8,7,6,8,0,8,3,8
437,2,8,3,6,2,8,7,0,7,13,6,8,0,8,1,8,2,5,4,4,2,7,7,0,8,13,6,8,0,8,1,8
438,1,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,1,9,0,6,1,7,7,5,3,7,6,8,0,8,0,8
439,5,9,4,4,2,9,7,6,4,13,5,8,3,8,5,10,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8
440,2,6,2,4,1,6,8,0,6,13,7,8,0,8,1,7,2,8,3,6,1,7,7,0,7,13,6,9,0,8,1,8
441,1,10,0,8,1,7,7,5,3,7,6,8,0,8,0,8,1,6,1,4,1,7,7,1,6,7,6,8,0,8,2,8
442,1,8,0,6,1,7,7,5,3,7,6,8,0,8,0,8,5,7,6,8,6,7,9,4,5,8,7,7,4,8,9,10
443,1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,1,4,2,3,1,7,7,0,7,13,6,8,0,8,0,8
444,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,3,7,5,5,5,9,7,2,4,8,5,5,3,9,5,6
445,2,5,3,3,1,7,7,0,7,13,6,8,0,8,1,7,4,10,6,8,7,8,9,3,5,9,5,4,6,9,7,2
446,1,4,2,2,1,7,7,1,7,13,6,8,0,8,1,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8
447,3,10,4,8,3,7,9,0,7,13,6,7,0,9,2,7,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8
448,1,4,3,3,1,7,7,1,7,14,6,8,0,8,1,8,1,1,1,3,1,7,7,1,7,7,6,8,0,8,2,8
449,1,5,1,4,1,7,7,1,8,7,6,8,0,8,3,8,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8
450,3,9,5,6,5,9,5,3,5,7,6,5,6,6,5,6,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8
451,1,11,0,8,0,7,7,4,4,7,6,8,0,8,0,8,2,5,4,4,2,7,7,0,8,14,6,8,0,8,1,7
452,1,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,1,4,0,5,0,7,7,4,4,7,6,8,0,8,0,8
453,4,11,7,8,8,10,7,2,5,9,4,4,4,9,7,5,3,7,5,5,4,12,5,1,6,8,4,5,2,8,4,8
454,4,10,5,8,2,7,7,0,9,14,6,8,0,8,1,8,4,7,5,5,3,8,4,2,6,7,7,7,1,10,4,7
455,6,10,8,8,5,9,5,2,6,6,7,6,0,10,4,7,2,9,3,7,3,7,7,0,7,7,6,8,0,8,3,8
456,1,5,0,6,0,7,7,4,4,7,6,8,0,8,0,8,6,14,5,8,3,7,9,2,6,14,5,6,1,8,5,8
457,3,11,4,9,2,7,8,0,8,13,6,7,0,8,1,7,6,8,8,9,7,7,8,4,7,6,8,7,4,8,11,9
458,6,9,8,7,4,6,7,2,7,7,6,11,0,8,4,8,5,10,6,8,4,7,8,1,7,7,6,8,0,8,4,8
459,5,9,6,6,4,5,7,3,7,7,6,12,0,8,4,9,3,9,4,6,3,7,7,0,7,13,6,8,0,8,1,8
460,3,8,4,6,2,7,8,0,8,14,6,6,0,8,1,7,1,5,2,3,1,7,7,0,7,13,6,8,0,8,1,7
461,0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,2,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8
462,2,10,2,7,2,7,7,0,8,7,6,8,0,8,3,8,2,2,2,4,2,7,7,1,8,7,6,8,0,8,3,8
463,0,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,1,5,2,3,1,7,7,0,7,13,6,8,0,8,1,8
464,2,7,3,5,2,7,7,0,7,13,6,8,0,8,1,8,3,9,4,7,3,7,7,0,7,13,6,8,0,8,1,8
465,0,8,0,5,0,7,7,4,4,7,6,8,0,8,0,8,1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8
466,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,1,6,0,8,0,7,7,4,4,7,6,8,0,8,0,8
467,2,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,1,6,1,4,1,7,7,0,7,7,6,9,0,8,3,8
468,1,3,2,2,0,7,7,1,7,13,6,8,0,8,1,8,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8
469,1,3,2,2,0,7,7,0,7,13,6,8,0,8,1,8,4,11,5,8,2,9,5,0,8,14,5,10,0,8,1,9
470,3,5,4,6,4,7,8,5,5,6,8,7,3,10,8,8,1,9,0,6,1,7,7,5,3,7,6,8,0,8,0,8
471,1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,1,1,1,1,1,7,7,2,7,7,6,8,0,8,2,8
472,4,8,5,6,3,6,6,2,7,7,6,10,0,9,4,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8
473,3,7,4,5,2,9,6,0,7,13,5,9,0,8,1,8,3,9,4,6,3,7,7,0,7,13,6,8,0,8,1,8
474,1,8,2,6,2,7,7,0,7,7,6,8,0,8,2,8,1,10,2,8,3,7,7,0,7,7,6,8,0,8,3,8
475,2,8,3,6,1,7,7,0,8,14,6,8,0,8,1,7,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8
476,0,7,0,5,0,7,7,4,4,7,6,8,0,8,0,8,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8
477,0,0,0,1,0,7,7,4,4,7,6,8,0,8,0,8,2,9,2,7,2,7,7,0,8,7,6,8,0,8,3,8
478,3,8,5,6,3,8,6,2,7,7,6,7,0,9,4,7,3,10,4,8,2,7,7,0,8,13,6,8,0,8,1,8
479,1,3,1,1,0,8,7,1,7,13,6,8,0,8,0,8,1,9,1,6,1,7,7,0,8,7,6,8,0,8,3,8
480,2,4,3,3,1,7,7,0,7,13,6,8,0,8,1,7,2,6,4,4,2,7,7,0,8,13,6,8,0,8,1,7
481,3,8,4,6,2,5,9,0,7,13,7,7,0,8,1,7,1,9,0,6,1,7,7,5,3,7,6,8,0,8,0,8
482,2,10,5,8,5,10,7,2,5,9,5,5,3,8,6,7,3,8,5,6,3,8,6,2,7,7,6,7,0,9,4,7
483,2,10,3,7,2,9,7,0,7,13,5,8,0,8,1,8,4,11,5,8,3,8,6,0,7,13,6,9,2,7,3,8
484,1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8
485,1,9,0,6,1,7,7,5,3,7,6,8,0,8,0,8,4,9,5,6,3,8,6,1,6,7,6,7,0,9,4,7
486,1,3,2,2,1,7,7,1,6,13,6,8,0,8,0,8,1,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8
487,2,11,2,9,2,7,7,0,8,7,6,8,0,8,3,8,2,10,3,8,2,9,6,0,7,13,5,8,0,8,1,8
488,7,10,9,8,5,9,5,3,7,6,7,4,0,9,4,7,4,9,5,7,3,9,6,0,7,13,5,9,0,8,1,8
489,1,11,0,8,0,7,7,4,4,7,6,8,0,8,0,8,4,10,6,8,4,6,9,0,7,13,7,7,0,8,1,7
490,0,3,1,2,0,7,7,1,6,13,6,8,0,8,0,7,4,10,6,8,7,8,9,3,5,9,5,4,6,9,7,2
491,2,9,2,7,2,7,7,0,8,7,6,9,0,8,3,8,4,8,6,9,6,9,8,6,7,7,4,7,3,10,9,9
492,2,10,2,8,3,7,7,0,7,7,6,8,0,8,3,8,4,10,7,8,8,10,8,1,6,9,5,5,3,8,7,6
493,5,7,6,5,3,7,6,2,7,7,6,8,0,9,4,8,1,8,2,6,2,7,7,0,7,7,6,8,0,8,2,8
494,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,2,7,3,5,1,7,6,0,8,14,7,10,0,8,1,8
495,1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,1,4,2,3,1,7,7,0,6,13,6,8,0,8,0,8
496,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,1,9,1,6,2,7,7,0,7,7,6,8,0,8,3,8
497,5,11,6,9,4,9,5,2,5,6,7,5,1,10,4,7,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8
498,2,9,2,7,2,8,7,0,9,7,6,7,0,8,3,7,1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8
499,2,8,3,6,2,6,8,0,6,13,7,7,0,8,1,7,6,9,8,7,4,6,7,2,7,7,6,11,0,8,4,8
500,3,5,4,4,2,5,13,4,6,12,9,3,1,11,2,4,6,10,6,7,5,5,11,3,7,11,10,5,2,12,2,4
501,2,1,2,2,1,7,11,1,6,7,10,8,1,10,1,8,3,7,5,5,3,7,12,3,7,8,11,7,2,11,1,7
502,4,10,6,8,3,5,11,1,9,9,12,8,0,10,1,7,7,13,6,7,4,8,8,3,7,11,5,6,2,8,6,7
503,8,11,7,6,3,6,9,3,8,13,6,6,2,8,4,5,2,6,4,4,2,6,12,3,7,8,11,8,1,11,1,7
504,2,4,4,6,1,7,14,0,6,7,11,8,0,8,0,8,4,5,5,3,2,7,12,3,7,7,11,8,2,11,1,8
505,6,9,6,7,2,5,13,3,9,12,9,3,0,10,2,4,5,7,7,6,6,5,8,3,8,7,7,9,3,7,7,5
506,2,5,4,7,1,5,14,1,6,9,11,7,0,8,0,8,3,10,5,7,1,7,15,0,6,7,11,8,0,8,0,8
507,2,3,3,2,1,5,12,3,6,11,9,4,1,10,2,5,4,9,5,7,3,5,14,1,6,9,10,7,0,8,0,8
508,5,6,5,4,2,5,12,3,8,12,9,4,1,11,2,4,4,6,4,4,2,6,11,2,9,11,9,4,0,10,3,5
509,3,5,4,4,3,9,12,4,5,5,11,9,2,12,1,8,6,11,8,8,7,7,7,7,7,5,9,10,6,7,9,4
510,2,3,3,1,1,5,12,3,5,11,9,5,1,10,1,5,4,7,5,5,4,7,8,7,7,7,8,9,3,10,5,8
511,5,8,5,6,3,4,13,5,5,12,9,4,2,12,1,5,9,11,7,6,3,5,9,3,9,13,7,5,2,10,3,5
512,5,6,5,4,3,6,11,3,6,11,9,5,2,12,2,4,4,10,6,8,5,7,11,2,7,7,11,8,1,12,1,7
513,3,4,4,2,2,5,12,3,6,11,9,4,2,11,2,5,2,4,3,5,1,5,14,1,6,9,11,7,0,8,0,8
514,4,5,6,4,5,7,9,4,8,7,7,8,3,10,7,7,5,9,7,6,8,6,7,3,6,7,6,10,5,9,5,7
515,3,3,3,2,1,5,11,2,6,11,9,5,1,10,2,5,7,12,6,7,3,6,10,3,6,12,8,6,2,9,4,5
516,5,10,7,8,7,7,6,7,7,6,8,9,4,9,8,6,5,9,5,7,4,5,11,2,7,11,10,5,1,12,2,4
517,3,6,4,8,1,10,14,0,6,5,11,9,0,8,0,8,6,9,6,7,3,5,11,2,10,12,9,4,0,10,3,4
518,2,6,3,4,2,9,11,3,7,5,11,8,2,11,1,8,2,6,3,4,2,7,12,2,7,7,11,8,1,11,1,8
519,3,10,4,7,1,7,14,0,6,7,11,8,0,8,0,8,5,10,7,8,8,8,8,5,6,6,7,9,7,7,8,3
520,1,6,2,4,1,7,13,0,4,7,10,8,0,8,0,8,6,10,6,7,5,5,11,3,7,11,10,5,2,12,2,4
521,4,7,4,5,2,6,11,4,5,11,9,4,2,12,2,5,6,11,6,8,4,4,12,3,7,12,10,4,1,11,2,4
522,2,5,3,4,2,7,12,3,6,7,11,8,2,11,1,8,4,11,5,8,2,5,15,1,6,9,11,7,0,8,0,8
523,5,10,7,7,6,6,7,7,7,7,10,9,4,6,8,7,4,11,6,8,2,8,15,1,6,7,11,8,0,8,0,8
524,9,13,8,7,4,8,6,4,10,13,5,7,2,9,6,6,3,4,3,3,1,5,11,3,7,11,9,5,1,11,2,5
525,2,3,3,4,1,7,14,0,6,7,11,8,0,8,0,8,2,3,3,1,1,5,12,2,7,11,9,4,0,9,1,5
526,4,8,6,6,5,6,8,7,7,8,7,8,3,10,6,9,5,5,5,4,2,5,11,3,7,12,9,4,1,11,2,4
527,4,8,5,6,3,7,10,1,8,11,9,5,1,10,3,5,2,7,4,5,2,7,13,0,5,7,10,8,0,8,0,8
528,7,9,8,8,8,6,8,3,9,8,7,9,3,8,8,6,3,6,5,8,2,5,15,1,6,9,11,7,0,8,0,8
529,6,10,6,6,2,6,9,3,8,13,6,5,2,9,4,5,5,7,5,5,3,6,11,3,7,11,9,4,2,12,2,4
530,4,10,6,8,8,8,7,5,6,7,6,8,7,6,7,7,6,10,5,6,2,5,11,2,7,12,7,5,2,9,4,4
531,4,8,5,6,3,6,11,3,7,9,11,7,5,12,1,7,6,14,6,8,4,9,7,3,7,12,5,6,2,8,6,6
532,4,6,6,8,2,6,15,1,6,9,11,7,0,8,0,8,5,7,6,5,3,4,13,4,5,12,9,4,2,12,2,5
533,3,4,3,3,1,5,12,3,6,11,9,4,1,11,2,5,4,6,4,4,2,5,11,2,7,11,9,5,1,10,2,5
534,2,1,3,2,1,7,12,2,6,7,11,8,1,11,1,8,7,10,6,5,2,4,12,3,7,12,8,4,2,8,3,3
535,1,1,2,1,0,8,14,1,5,6,10,8,0,8,0,8,5,6,7,5,5,5,7,3,8,7,6,10,3,7,7,5
536,4,5,5,4,2,6,11,2,8,11,9,5,1,11,3,4,7,10,6,5,2,4,12,3,7,12,8,4,2,8,3,3
537,3,4,4,3,2,6,11,3,7,11,9,4,2,11,3,4,5,10,5,5,2,6,9,2,7,12,7,5,2,10,3,5
538,8,11,7,6,3,5,10,3,9,13,7,5,2,9,3,4,7,12,6,6,4,5,11,2,7,12,7,5,2,9,5,4
539,4,9,5,7,5,7,11,4,6,7,11,8,2,12,1,7,2,10,4,7,1,7,14,0,6,7,11,8,0,8,0,8
540,2,6,4,4,2,5,13,0,5,9,10,7,0,8,0,8,2,7,3,5,2,9,12,0,5,6,10,8,0,8,0,8
541,2,7,4,4,1,7,15,1,5,7,11,8,0,8,0,8,8,10,8,8,6,7,10,2,8,11,9,5,3,10,5,4
542,2,1,2,2,0,7,14,1,5,7,11,8,0,8,0,8,5,9,5,6,4,6,12,4,5,11,9,5,3,12,2,4
543,3,4,4,3,1,6,11,2,8,11,9,5,1,10,2,5,4,8,5,6,5,8,11,3,6,6,11,8,3,12,1,7
544,3,9,4,6,1,7,14,0,6,7,11,8,0,8,0,8,7,13,6,8,4,7,8,2,7,12,6,7,3,8,5,5
545,3,3,4,2,1,5,11,2,7,11,9,5,1,10,2,5,3,6,4,4,3,6,11,3,5,11,8,5,3,12,2,5
546,1,0,2,0,0,7,15,2,4,7,10,8,0,8,0,8,7,10,6,5,2,4,12,3,6,13,8,4,2,9,3,4
547,2,1,2,1,0,8,15,2,4,6,10,8,0,8,0,8,7,9,8,8,9,7,9,5,8,7,7,8,5,10,11,7
548,2,1,2,1,0,8,15,1,4,6,10,8,0,8,0,8,6,13,5,7,2,6,9,3,7,13,6,6,2,8,4,4
549,4,10,5,8,4,5,12,4,7,9,12,7,2,12,1,7,4,11,5,8,2,7,15,1,6,8,11,8,0,8,0,8
550,8,11,8,8,6,7,11,4,8,11,9,4,6,12,6,5,3,11,4,8,1,6,14,0,6,8,11,8,0,8,0,8
551,7,15,6,8,4,6,10,2,6,12,7,6,3,9,5,5,2,10,4,7,1,7,14,0,6,7,11,8,0,8,0,8
552,4,9,4,4,1,6,10,2,7,12,7,5,1,10,3,5,4,5,5,4,2,5,12,3,7,11,10,4,1,11,2,4
553,6,7,6,5,3,4,13,4,6,12,9,4,1,11,2,4,2,8,4,5,1,8,15,1,6,6,11,8,0,8,0,8
554,3,5,4,4,2,5,13,4,6,12,9,3,1,11,2,4,4,10,6,8,3,5,11,1,9,9,12,8,0,10,1,7
555,5,8,7,7,7,7,9,4,8,7,7,8,3,10,8,6,6,11,8,8,9,5,8,3,7,7,6,10,5,8,7,8
556,10,14,8,8,3,4,12,3,8,12,8,4,2,9,3,4,2,4,4,6,1,7,14,0,6,7,11,8,0,8,0,8
557,5,10,7,8,6,7,7,7,6,5,10,10,5,6,9,7,2,4,3,3,1,7,11,2,7,6,11,8,1,10,1,8
558,3,7,4,5,3,7,11,1,8,7,11,8,0,10,1,8,6,10,8,8,9,6,7,4,6,7,7,10,7,7,7,6
559,8,12,7,7,2,5,11,3,7,13,7,4,2,8,4,4,2,7,4,4,1,8,15,1,5,6,11,8,0,8,0,8
560,3,8,4,6,3,5,11,2,7,8,11,8,2,11,1,7,7,13,6,7,4,8,8,3,7,11,5,6,2,8,6,7
561,4,10,5,7,3,8,14,1,5,6,10,9,0,8,0,8,2,4,3,3,2,7,12,3,6,7,11,9,2,11,1,8
562,7,9,6,5,2,7,8,3,8,13,6,7,2,8,5,5,5,7,5,5,3,7,11,3,8,11,9,4,2,12,3,5
563,4,5,5,5,5,7,9,4,7,7,8,8,3,10,6,7,2,3,3,5,1,9,14,0,6,5,11,8,0,8,0,8
564,6,11,6,8,5,6,11,3,7,11,9,5,2,12,2,4,3,4,3,3,1,5,12,3,6,11,9,5,1,11,1,5
565,5,9,7,8,8,7,7,4,8,7,6,9,5,4,11,5,2,8,4,6,2,6,11,3,7,8,11,7,2,11,1,7
566,5,10,7,7,8,6,7,3,6,7,7,10,5,8,5,6,5,9,6,7,4,6,9,0,8,10,9,5,0,9,3,4
567,4,8,6,6,4,9,11,2,7,6,11,8,1,11,1,8,5,8,7,6,7,7,8,4,7,8,6,9,5,8,5,6
568,1,0,2,1,0,7,14,1,4,7,10,8,0,8,0,8,6,8,6,6,3,4,12,3,7,12,10,5,1,11,1,5
569,3,8,4,6,3,5,11,2,7,8,11,8,2,11,1,7,3,4,4,2,1,5,13,3,6,12,9,3,1,10,1,5
570,6,11,6,8,4,3,13,4,6,12,10,4,1,11,1,4,2,3,3,1,1,5,12,3,5,11,9,5,1,10,1,5
571,9,15,8,8,3,7,8,3,9,13,5,6,2,8,5,5,3,7,4,5,2,6,14,1,5,8,10,7,0,8,0,8
572,2,8,4,6,2,8,11,2,9,6,11,7,1,11,1,7,3,9,5,6,4,8,11,2,7,6,11,7,2,12,1,7
573,2,9,3,6,1,7,14,0,6,7,11,8,0,8,0,8,4,8,6,6,5,6,8,7,7,8,7,8,3,10,6,9
574,3,3,4,2,2,6,11,3,7,11,9,5,1,11,3,4,5,6,7,5,5,5,7,3,8,7,6,10,3,7,7,5
575,1,0,2,0,0,7,14,1,4,7,10,8,0,8,0,8,2,6,3,4,1,7,12,0,5,7,10,8,0,8,0,8
576,3,3,3,2,1,5,11,2,6,11,9,5,1,10,2,5,2,7,4,5,2,6,12,3,7,8,11,7,1,11,1,7
577,1,0,2,1,0,7,14,1,4,7,10,8,0,8,0,8,4,5,6,4,5,8,9,5,7,7,7,8,3,10,7,7
578,4,10,5,8,4,7,12,5,6,7,11,8,3,12,1,7,5,8,6,6,7,5,7,3,6,7,6,9,5,8,5,7
579,6,11,6,8,5,4,13,6,4,12,9,4,2,12,1,5,7,10,6,5,2,5,10,3,8,13,7,5,2,8,4,4
580,3,4,4,3,2,7,12,4,6,7,11,8,2,11,1,7,3,7,4,5,3,7,12,3,7,7,11,8,2,11,1,8
581,2,7,3,5,1,6,14,0,6,8,11,8,0,8,0,8,5,9,6,6,5,6,7,7,7,8,9,8,3,9,6,9
582,5,8,5,6,3,7,10,2,9,11,9,5,1,11,3,4,10,14,8,8,4,7,8,3,10,13,6,6,2,9,5,5
583,6,8,6,6,3,4,12,2,9,12,9,5,0,10,2,4,3,9,5,6,3,7,12,2,8,7,12,8,1,11,1,8
584,2,3,2,1,1,5,12,2,5,11,9,5,1,10,1,5,2,4,4,6,1,7,14,0,6,8,11,8,0,8,0,8
585,2,4,3,5,1,5,14,1,6,9,11,7,0,8,0,8,5,10,6,8,4,7,9,0,8,11,9,6,1,10,3,4
586,4,9,6,7,4,8,10,1,8,6,11,7,0,10,1,7,2,1,2,2,1,8,11,3,5,7,10,7,2,11,1,7
587,7,10,6,5,3,8,9,2,7,11,7,7,2,9,4,6,4,11,5,8,2,5,15,1,6,9,11,7,0,8,0,8
588,2,3,3,2,1,6,11,2,7,11,9,5,1,10,2,5,4,9,6,7,5,6,11,2,7,8,11,8,1,12,1,8
589,5,10,5,7,4,4,12,3,5,11,10,5,2,13,2,4,2,3,3,2,1,6,11,2,7,11,9,5,1,10,2,5
590,5,6,7,6,6,8,10,5,8,7,6,8,3,10,7,7,1,0,1,1,0,8,13,1,5,6,10,8,0,8,0,8
591,5,10,5,5,3,7,9,2,6,11,6,7,2,9,4,6,3,9,4,6,1,7,15,0,6,7,11,8,0,8,0,8
592,6,7,6,5,4,6,10,1,10,11,9,5,0,10,3,4,4,9,4,4,2,5,10,2,6,11,8,6,2,9,4,3
593,3,4,4,6,1,7,15,1,6,7,11,8,0,8,0,8,2,3,3,1,1,5,12,3,5,11,9,5,1,10,1,5
594,2,3,3,1,1,7,11,2,6,7,11,8,1,10,1,7,6,7,6,5,4,6,10,1,10,11,9,5,0,10,3,4
595,1,6,2,4,1,7,13,0,4,7,10,8,0,8,0,8,2,6,4,4,2,6,12,3,7,8,11,8,1,11,1,7
596,2,6,4,4,2,9,11,1,7,5,11,7,1,10,1,8,8,11,7,6,3,6,9,3,8,13,6,6,2,8,4,5
597,5,11,7,8,7,8,11,3,6,6,11,8,3,12,1,8,8,12,7,7,2,5,11,3,7,13,7,4,2,8,4,4
598,2,3,3,2,1,7,11,3,6,7,11,8,2,11,1,8,5,6,5,4,2,6,10,2,9,11,9,4,1,10,3,4
599,6,8,6,6,3,5,14,5,6,12,9,2,2,12,2,4,7,9,7,7,5,5,12,4,6,11,9,4,2,12,2,4
600,7,12,6,7,4,9,8,3,7,11,5,6,2,8,6,7,2,9,4,7,2,7,13,0,5,7,10,8,0,8,0,8
601,6,11,6,8,5,4,13,6,4,12,9,4,2,12,1,5,1,1,2,2,1,7,12,3,6,7,10,9,1,11,1,8
602,4,11,6,8,5,7,11,3,6,7,11,8,2,12,1,8,2,8,4,6,3,7,12,3,6,7,11,8,2,12,1,8
603,3,4,4,3,2,6,11,3,7,11,9,4,2,11,3,4,4,10,5,8,4,7,12,5,6,7,11,8,3,12,1,7
604,3,5,4,4,3,9,12,4,5,5,11,9,2,12,1,8,5,10,6,8,5,6,10,1,8,11,9,6,1,10,3,4
605,7,9,6,4,2,6,9,3,8,13,6,7,2,8,5,5,4,7,5,5,5,6,8,3,5,7,6,9,5,9,4,8
606,5,6,6,5,5,6,8,4,8,8,7,9,3,8,6,6,4,10,5,7,3,5,14,1,5,9,10,7,0,8,0,8
607,3,7,4,4,1,8,15,1,5,6,11,9,0,8,0,8,6,11,6,6,3,6,10,2,7,12,7,6,2,9,5,4
608,2,5,3,4,2,7,12,3,6,7,11,8,2,11,1,8,2,3,3,4,1,8,14,0,6,6,11,8,0,8,0,8
609,3,8,5,6,4,6,11,2,7,8,11,8,2,12,1,7,5,8,6,6,3,4,13,4,6,12,10,4,2,11,2,4
610,4,8,6,6,4,6,7,7,7,8,9,8,3,10,5,9,4,5,5,4,2,5,12,3,8,11,9,4,1,11,2,4
611,2,5,4,7,1,8,14,0,6,6,11,8,0,8,0,8,5,7,5,5,2,4,12,3,7,12,10,4,1,10,1,5
612,4,7,5,5,4,7,7,7,6,6,7,9,3,10,6,7,3,4,4,2,1,5,13,3,6,12,9,3,1,10,1,5
613,3,2,4,4,2,7,12,3,6,7,11,8,2,11,1,7,4,5,4,4,2,6,11,2,7,11,9,4,1,11,2,4
614,4,6,5,4,5,7,8,4,5,6,7,9,5,8,5,7,3,7,5,5,3,8,12,3,7,7,11,8,2,11,1,8
615,2,3,3,4,1,8,14,0,6,6,11,8,0,8,0,8,3,7,5,5,3,6,12,3,7,8,11,8,1,11,1,7
616,6,11,6,8,5,6,11,5,6,11,9,4,3,12,2,4,8,13,7,8,3,7,8,3,9,13,5,6,2,9,5,5
617,3,11,5,8,1,9,15,0,6,6,11,8,0,8,0,8,7,10,9,7,7,6,7,7,7,8,10,8,3,9,6,8
618,7,13,6,7,4,9,7,2,7,10,5,8,3,8,5,8,5,6,6,5,5,6,7,3,8,7,6,10,3,6,7,6
619,6,8,6,6,3,5,14,5,6,12,9,2,2,12,2,4,3,8,4,6,2,9,13,0,6,6,10,8,0,8,0,8
620,5,8,7,7,7,7,9,4,8,7,7,8,3,10,8,6,2,4,3,3,2,7,12,3,6,7,11,8,2,11,1,8
621,8,13,7,7,4,6,10,3,7,12,7,6,3,9,5,4,6,10,8,7,9,8,8,5,6,6,7,9,8,7,9,5
622,2,5,4,6,1,5,14,1,6,9,11,7,0,8,0,8,6,10,8,8,7,6,7,7,7,7,9,9,4,10,6,8
623,5,9,7,6,8,6,7,3,6,7,6,10,5,9,5,7,2,4,3,2,1,6,11,2,7,11,9,5,1,10,2,5
624,3,8,4,6,2,7,13,0,6,7,10,8,0,8,0,8,2,10,4,7,1,8,14,0,6,6,11,8,0,8,0,8
625,4,11,6,8,5,9,11,1,8,6,11,8,1,11,1,8,4,10,6,7,4,9,11,2,8,5,12,8,1,11,1,9
626,5,10,6,8,6,6,6,7,7,7,6,8,4,11,7,7,3,4,4,3,1,5,13,3,6,11,9,4,1,11,1,5
627,4,7,5,5,2,6,11,2,8,11,9,5,1,11,3,4,3,4,4,3,1,6,11,2,8,11,9,5,1,10,2,5
628,6,11,5,6,2,5,10,3,7,13,7,5,2,8,4,4,2,7,4,5,1,9,14,1,6,5,11,9,0,8,0,8
629,5,7,7,6,6,7,8,4,8,7,7,8,3,9,8,6,9,12,8,6,3,4,12,3,8,13,8,4,2,8,4,3
630,4,8,5,6,4,6,11,3,6,8,11,8,2,12,1,7,6,11,8,8,7,7,7,7,7,5,9,10,6,7,9,4
631,2,10,4,7,1,8,14,0,6,6,11,8,0,8,0,8,4,7,5,5,2,6,11,2,8,11,9,5,1,11,3,4
