0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1.0,0.0,41.17,6.5,2.0,11.0,4.0,0.5,1.0,1.0,3.0,1.0,2.0,145.0,1.0
1.0,0.0,41.33,1.0,2.0,3.0,5.0,2.25,1.0,0.0,0.0,1.0,2.0,0.0,301.0
1.0,0.0,44.17,6.665,2.0,11.0,4.0,7.375,1.0,1.0,3.0,1.0,2.0,0.0,1.0
1.0,0.0,44.33,0.0,2.0,8.0,4.0,2.5,1.0,0.0,0.0,0.0,2.0,0.0,1.0
1.0,0.0,45.83,10.5,2.0,11.0,4.0,5.0,1.0,1.0,7.0,1.0,2.0,0.0,1.0
1.0,0.0,46.0,4.0,2.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,100.0,961.0
1.0,0.0,46.08,3.0,2.0,8.0,4.0,2.375,1.0,1.0,8.0,1.0,2.0,396.0,4160.0
1.0,0.0,46.67,0.46,2.0,13.0,8.0,0.415,1.0,1.0,11.0,1.0,2.0,440.0,7.0
1.0,0.0,47.0,13.0,2.0,3.0,5.0,5.165,1.0,1.0,9.0,1.0,2.0,0.0,1.0
1.0,0.0,47.25,0.75,2.0,11.0,8.0,2.75,1.0,1.0,1.0,0.0,2.0,333.0,893.0
1.0,0.0,47.42,3.0,2.0,14.0,4.0,13.875,1.0,1.0,2.0,1.0,2.0,519.0,1705.0
1.0,0.0,47.42,8.0,2.0,10.0,5.0,6.5,1.0,1.0,6.0,0.0,2.0,375.0,51101.0
1.0,0.0,47.75,8.0,2.0,8.0,4.0,7.875,1.0,1.0,6.0,1.0,2.0,0.0,1261.0
1.0,0.0,49.83,13.585,2.0,4.0,8.0,8.5,1.0,0.0,0.0,1.0,2.0,0.0,1.0
1.0,0.0,50.08,12.54,2.0,6.0,4.0,2.29,1.0,1.0,3.0,1.0,2.0,156.0,1.0
1.0,0.0,52.83,15.0,2.0,8.0,4.0,5.5,1.0,1.0,14.0,0.0,2.0,0.0,2201.0
1.0,0.0,56.5,16.0,2.0,5.0,1.0,0.0,1.0,1.0,15.0,0.0,2.0,0.0,248.0
1.0,0.0,57.08,19.5,2.0,8.0,4.0,5.5,1.0,1.0,7.0,0.0,2.0,0.0,3001.0
1.0,0.0,58.33,10.0,2.0,11.0,4.0,4.0,1.0,1.0,14.0,0.0,2.0,0.0,1603.0
1.0,0.0,58.42,21.0,2.0,3.0,5.0,10.0,1.0,1.0,13.0,0.0,2.0,0.0,6701.0
1.0,0.0,58.67,4.46,2.0,11.0,8.0,3.04,1.0,1.0,6.0,0.0,2.0,43.0,561.0
1.0,0.0,60.58,16.5,2.0,11.0,4.0,11.0,1.0,0.0,0.0,1.0,2.0,21.0,10562.0
1.0,0.0,60.92,5.0,2.0,6.0,4.0,4.0,1.0,1.0,4.0,0.0,2.0,0.0,100.0
1.0,0.0,64.08,0.165,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,232.0,101.0
1.0,0.0,65.17,14.0,2.0,1.0,1.0,0.0,1.0,1.0,11.0,1.0,2.0,0.0,1401.0
1.0,0.0,68.67,15.0,2.0,10.0,9.0,0.0,1.0,1.0,14.0,0.0,2.0,0.0,3377.0
1.0,0.0,71.58,0.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,184.0,1.0
1.0,1.0,13.75,4.0,1.0,9.0,4.0,1.75,1.0,1.0,2.0,1.0,2.0,120.0,1001.0
1.0,1.0,16.08,0.75,2.0,8.0,4.0,1.75,1.0,1.0,5.0,1.0,2.0,352.0,691.0
1.0,1.0,16.17,0.04,2.0,8.0,4.0,0.04,0.0,0.0,0.0,0.0,2.0,0.0,1.0
1.0,1.0,17.5,22.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,3.0,450.0,100001.0
1.0,1.0,18.0,0.165,2.0,11.0,7.0,0.21,0.0,0.0,0.0,0.0,2.0,200.0,41.0
1.0,1.0,18.08,5.5,2.0,4.0,4.0,0.5,1.0,0.0,0.0,0.0,2.0,80.0,1.0
1.0,1.0,18.5,2.0,2.0,3.0,4.0,1.5,1.0,1.0,2.0,0.0,2.0,120.0,301.0
1.0,1.0,19.17,0.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,500.0,2.0
1.0,1.0,19.17,9.5,2.0,9.0,4.0,1.5,1.0,0.0,0.0,0.0,2.0,120.0,2207.0
1.0,1.0,19.33,9.5,2.0,11.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,60.0,401.0
1.0,1.0,19.42,6.5,2.0,9.0,8.0,1.46,1.0,1.0,7.0,0.0,2.0,80.0,2955.0
1.0,1.0,19.67,0.375,2.0,11.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,80.0,1.0
1.0,1.0,20.17,5.625,2.0,9.0,4.0,1.71,1.0,0.0,0.0,0.0,1.0,120.0,1.0
1.0,1.0,20.17,8.17,2.0,6.0,4.0,1.96,1.0,1.0,14.0,0.0,2.0,60.0,159.0
1.0,1.0,20.17,9.25,2.0,8.0,4.0,1.665,1.0,1.0,3.0,1.0,2.0,40.0,29.0
1.0,1.0,20.25,9.96,2.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
1.0,1.0,20.42,1.835,2.0,8.0,4.0,2.25,1.0,1.0,1.0,0.0,2.0,100.0,151.0
1.0,1.0,20.42,7.0,2.0,8.0,4.0,1.625,1.0,1.0,3.0,0.0,2.0,200.0,1392.0
1.0,1.0,20.5,2.415,2.0,8.0,4.0,2.0,1.0,1.0,11.0,1.0,2.0,200.0,3001.0
1.0,1.0,20.5,10.0,1.0,8.0,4.0,2.5,1.0,0.0,0.0,0.0,1.0,40.0,1.0
1.0,1.0,21.0,3.0,1.0,2.0,4.0,1.085,1.0,1.0,8.0,1.0,2.0,160.0,2.0
1.0,1.0,21.0,4.79,1.0,9.0,4.0,2.25,1.0,1.0,1.0,1.0,2.0,80.0,301.0
1.0,1.0,21.25,1.5,2.0,9.0,4.0,1.5,0.0,0.0,0.0,0.0,2.0,150.0,9.0
1.0,1.0,21.33,7.5,2.0,6.0,4.0,1.415,1.0,1.0,1.0,0.0,2.0,80.0,9801.0
1.0,1.0,21.33,10.5,2.0,8.0,4.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0
1.0,1.0,21.83,0.25,2.0,2.0,8.0,0.665,1.0,0.0,0.0,1.0,2.0,0.0,1.0
1.0,1.0,21.83,11.0,2.0,14.0,4.0,0.29,1.0,1.0,6.0,0.0,2.0,121.0,1.0
1.0,1.0,21.92,0.54,1.0,14.0,4.0,0.04,1.0,1.0,1.0,1.0,2.0,840.0,60.0
1.0,1.0,22.08,0.83,2.0,8.0,8.0,2.165,0.0,0.0,0.0,1.0,2.0,128.0,1.0
1.0,1.0,22.08,11.0,2.0,13.0,4.0,0.665,1.0,0.0,0.0,0.0,2.0,100.0,1.0
1.0,1.0,22.33,11.0,2.0,9.0,4.0,2.0,1.0,1.0,1.0,0.0,2.0,80.0,279.0
1.0,1.0,22.58,10.04,2.0,14.0,4.0,0.04,1.0,1.0,9.0,0.0,2.0,60.0,397.0
1.0,1.0,22.67,0.165,2.0,8.0,3.0,2.25,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1.0,1.0,22.67,1.585,1.0,9.0,4.0,3.085,1.0,1.0,6.0,0.0,2.0,80.0,1.0
1.0,1.0,22.67,2.54,1.0,8.0,8.0,2.585,1.0,0.0,0.0,0.0,2.0,0.0,1.0
1.0,1.0,22.67,10.5,2.0,11.0,8.0,1.335,1.0,0.0,0.0,0.0,2.0,100.0,1.0
1.0,1.0,22.75,11.0,2.0,11.0,4.0,2.5,1.0,1.0,7.0,1.0,2.0,100.0,810.0
1.0,1.0,22.83,3.0,2.0,7.0,4.0,1.29,1.0,1.0,1.0,0.0,2.0,260.0,801.0
1.0,1.0,23.08,2.5,2.0,8.0,4.0,1.085,1.0,1.0,11.0,1.0,2.0,60.0,2185.0
1.0,1.0,23.08,11.5,2.0,3.0,4.0,3.5,1.0,1.0,9.0,0.0,2.0,56.0,743.0
1.0,1.0,23.08,11.5,2.0,9.0,8.0,2.125,1.0,1.0,11.0,1.0,2.0,290.0,285.0
1.0,1.0,23.17,0.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,184.0,1.0
1.0,1.0,23.17,0.0,2.0,13.0,4.0,0.085,1.0,0.0,0.0,0.0,2.0,0.0,1.0
1.0,1.0,23.17,11.125,2.0,14.0,8.0,0.46,1.0,1.0,1.0,0.0,2.0,100.0,1.0
1.0,1.0,23.25,1.0,2.0,8.0,4.0,0.835,1.0,0.0,0.0,0.0,1.0,300.0,1.0
1.0,1.0,23.25,1.5,2.0,11.0,4.0,2.375,1.0,1.0,3.0,1.0,2.0,0.0,583.0
1.0,1.0,23.25,4.0,2.0,8.0,5.0,0.25,1.0,0.0,0.0,1.0,2.0,160.0,1.0
1.0,1.0,23.33,1.5,2.0,8.0,8.0,1.415,1.0,0.0,0.0,0.0,2.0,422.0,201.0
1.0,1.0,23.33,11.625,1.0,9.0,4.0,0.835,1.0,0.0,0.0,1.0,2.0,160.0,301.0
1.0,1.0,23.92,0.665,2.0,8.0,4.0,0.165,0.0,0.0,0.0,0.0,2.0,100.0,1.0
1.0,1.0,23.92,1.5,2.0,2.0,8.0,1.875,1.0,1.0,6.0,0.0,2.0,200.0,328.0
1.0,1.0,24.17,0.875,2.0,11.0,4.0,4.625,1.0,1.0,2.0,1.0,2.0,520.0,2001.0
1.0,1.0,24.33,6.625,1.0,2.0,4.0,5.5,1.0,0.0,0.0,1.0,1.0,100.0,1.0
1.0,1.0,24.42,12.335,2.0,11.0,8.0,1.585,1.0,0.0,0.0,1.0,2.0,120.0,1.0
1.0,1.0,24.83,2.75,2.0,8.0,4.0,2.25,1.0,1.0,6.0,0.0,2.0,184.0,601.0
1.0,1.0,25.0,11.25,2.0,8.0,4.0,2.5,1.0,1.0,17.0,0.0,2.0,200.0,1209.0
1.0,1.0,25.0,12.5,2.0,6.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,20.0,1.0
1.0,1.0,25.08,1.71,2.0,14.0,4.0,1.665,1.0,1.0,1.0,1.0,2.0,395.0,21.0
1.0,1.0,25.17,3.5,2.0,13.0,4.0,0.625,1.0,1.0,7.0,0.0,2.0,0.0,7060.0
1.0,1.0,25.17,6.0,2.0,8.0,4.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0
1.0,1.0,25.33,0.58,2.0,8.0,4.0,0.29,1.0,1.0,7.0,1.0,2.0,96.0,5125.0
1.0,1.0,25.5,0.375,2.0,7.0,4.0,0.25,1.0,1.0,3.0,0.0,2.0,260.0,15109.0
1.0,1.0,25.67,12.5,2.0,13.0,4.0,1.21,1.0,1.0,67.0,1.0,2.0,140.0,259.0
1.0,1.0,25.75,0.5,2.0,8.0,4.0,1.46,1.0,1.0,5.0,1.0,2.0,312.0,1.0
1.0,1.0,25.75,0.75,2.0,8.0,5.0,0.25,1.0,0.0,0.0,0.0,2.0,349.0,24.0
1.0,1.0,26.0,1.0,2.0,11.0,4.0,1.75,1.0,0.0,0.0,1.0,2.0,280.0,1.0
1.0,1.0,26.17,0.25,2.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0
1.0,1.0,26.67,1.75,1.0,8.0,4.0,1.0,1.0,1.0,5.0,1.0,2.0,160.0,5778.0
1.0,1.0,26.67,2.71,1.0,13.0,4.0,5.25,1.0,1.0,1.0,0.0,2.0,211.0,1.0
1.0,1.0,26.67,4.25,2.0,13.0,4.0,4.29,1.0,1.0,1.0,1.0,2.0,120.0,1.0
1.0,1.0,26.75,1.125,2.0,14.0,8.0,1.25,1.0,0.0,0.0,0.0,2.0,0.0,5299.0
1.0,1.0,27.0,0.75,2.0,8.0,8.0,4.25,1.0,1.0,3.0,1.0,2.0,312.0,151.0
1.0,1.0,27.0,1.5,1.0,9.0,4.0,0.375,1.0,0.0,0.0,1.0,2.0,260.0,1066.0
1.0,1.0,27.25,1.585,2.0,13.0,8.0,1.835,1.0,1.0,12.0,1.0,2.0,583.0,714.0
1.0,1.0,27.25,1.665,2.0,13.0,8.0,5.085,1.0,1.0,9.0,0.0,2.0,399.0,828.0
1.0,1.0,27.58,2.04,1.0,6.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,370.0,561.0
1.0,1.0,27.67,2.0,2.0,14.0,8.0,1.0,1.0,1.0,4.0,0.0,2.0,140.0,7545.0
1.0,1.0,27.67,13.75,2.0,9.0,4.0,5.75,1.0,0.0,0.0,1.0,2.0,487.0,501.0
1.0,1.0,27.75,0.585,1.0,13.0,4.0,0.25,1.0,1.0,2.0,0.0,2.0,260.0,501.0
1.0,1.0,27.83,1.5,2.0,9.0,4.0,2.0,1.0,1.0,11.0,1.0,2.0,434.0,36.0
1.0,1.0,27.83,1.54,2.0,9.0,4.0,3.75,1.0,1.0,5.0,1.0,2.0,100.0,4.0
1.0,1.0,28.0,2.0,2.0,4.0,8.0,4.165,1.0,1.0,2.0,1.0,2.0,181.0,1.0
1.0,1.0,28.25,0.875,2.0,7.0,4.0,0.96,1.0,1.0,3.0,1.0,2.0,396.0,1.0
1.0,1.0,28.25,5.04,1.0,8.0,5.0,1.5,1.0,1.0,8.0,1.0,2.0,144.0,8.0
1.0,1.0,28.25,5.125,2.0,14.0,4.0,4.75,1.0,1.0,2.0,0.0,2.0,420.0,8.0
1.0,1.0,28.33,5.0,2.0,9.0,4.0,11.0,1.0,0.0,0.0,1.0,2.0,70.0,1.0
1.0,1.0,28.67,9.335,2.0,11.0,8.0,5.665,1.0,1.0,6.0,0.0,2.0,381.0,169.0
1.0,1.0,28.92,15.0,2.0,8.0,8.0,5.335,1.0,1.0,11.0,0.0,2.0,0.0,2284.0
1.0,1.0,29.25,14.79,2.0,6.0,4.0,5.04,1.0,1.0,5.0,1.0,2.0,168.0,1.0
1.0,1.0,29.58,4.5,2.0,9.0,4.0,7.5,1.0,1.0,2.0,1.0,2.0,330.0,1.0
1.0,1.0,29.67,1.415,2.0,9.0,8.0,0.75,1.0,1.0,1.0,0.0,2.0,240.0,101.0
1.0,1.0,29.92,1.835,2.0,8.0,8.0,4.335,1.0,0.0,0.0,0.0,2.0,260.0,201.0
1.0,1.0,30.17,0.5,2.0,8.0,4.0,1.75,1.0,1.0,11.0,0.0,2.0,32.0,541.0
1.0,1.0,30.17,6.5,2.0,13.0,4.0,3.125,1.0,1.0,8.0,0.0,2.0,330.0,1201.0
1.0,1.0,30.83,0.0,2.0,9.0,4.0,1.25,1.0,1.0,1.0,0.0,2.0,202.0,1.0
1.0,1.0,31.33,19.5,2.0,8.0,4.0,7.0,1.0,1.0,16.0,0.0,2.0,0.0,5001.0
1.0,1.0,31.57,4.0,2.0,14.0,4.0,5.0,1.0,1.0,3.0,1.0,2.0,290.0,2280.0
1.0,1.0,31.57,10.5,2.0,14.0,4.0,6.5,1.0,0.0,0.0,0.0,2.0,0.0,1.0
1.0,1.0,31.67,0.83,2.0,14.0,4.0,1.335,1.0,1.0,8.0,1.0,2.0,303.0,3291.0
1.0,1.0,31.67,16.165,2.0,2.0,4.0,3.0,1.0,1.0,9.0,0.0,2.0,250.0,731.0
1.0,1.0,31.92,4.46,2.0,13.0,8.0,6.04,1.0,1.0,3.0,0.0,2.0,311.0,301.0
1.0,1.0,32.0,1.75,1.0,10.0,8.0,0.04,1.0,0.0,0.0,1.0,2.0,393.0,1.0
1.0,1.0,32.08,4.0,2.0,7.0,4.0,2.5,1.0,0.0,0.0,1.0,2.0,360.0,1.0
1.0,1.0,32.25,0.165,1.0,8.0,8.0,3.25,1.0,1.0,1.0,1.0,2.0,432.0,8001.0
1.0,1.0,32.67,5.5,2.0,11.0,8.0,5.5,1.0,1.0,12.0,1.0,2.0,408.0,1001.0
1.0,1.0,32.67,9.0,1.0,9.0,8.0,5.25,1.0,0.0,0.0,1.0,2.0,154.0,1.0
1.0,1.0,32.75,1.5,2.0,13.0,8.0,5.5,1.0,1.0,3.0,1.0,2.0,0.0,1.0
1.0,1.0,32.83,2.5,2.0,13.0,8.0,2.75,1.0,1.0,6.0,0.0,2.0,160.0,2073.0
1.0,1.0,33.17,1.0,2.0,14.0,4.0,0.75,1.0,1.0,7.0,1.0,2.0,340.0,4072.0
1.0,1.0,33.17,1.04,2.0,12.0,8.0,6.5,1.0,0.0,0.0,1.0,2.0,164.0,31286.0
1.0,1.0,33.17,3.04,1.0,8.0,8.0,2.04,1.0,1.0,1.0,1.0,2.0,180.0,18028.0
1.0,1.0,33.17,3.165,1.0,14.0,4.0,3.165,1.0,1.0,3.0,1.0,2.0,380.0,1.0
1.0,1.0,33.5,1.75,2.0,14.0,8.0,4.5,1.0,1.0,4.0,1.0,2.0,253.0,858.0
1.0,1.0,33.58,2.75,2.0,7.0,4.0,4.25,1.0,1.0,6.0,0.0,2.0,204.0,1.0
1.0,1.0,34.08,0.08,1.0,7.0,5.0,0.04,1.0,1.0,1.0,1.0,2.0,280.0,2001.0
1.0,1.0,34.17,1.54,2.0,13.0,4.0,1.54,1.0,1.0,1.0,1.0,2.0,520.0,50001.0
1.0,1.0,34.17,5.25,2.0,9.0,4.0,0.085,0.0,0.0,0.0,1.0,2.0,290.0,7.0
1.0,1.0,34.17,9.17,2.0,8.0,4.0,4.5,1.0,1.0,12.0,1.0,2.0,0.0,222.0
1.0,1.0,34.25,3.0,2.0,13.0,8.0,7.415,1.0,0.0,0.0,1.0,2.0,0.0,1.0
1.0,1.0,34.42,4.25,2.0,3.0,5.0,3.25,1.0,1.0,2.0,0.0,2.0,274.0,611.0
1.0,1.0,34.5,4.04,1.0,3.0,5.0,8.5,1.0,1.0,7.0,1.0,2.0,195.0,1.0
1.0,1.0,34.75,15.0,2.0,12.0,7.0,5.375,1.0,1.0,9.0,1.0,2.0,0.0,135.0
1.0,1.0,34.92,2.5,2.0,9.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,239.0,201.0
1.0,1.0,34.92,5.0,2.0,14.0,8.0,7.5,1.0,1.0,6.0,1.0,2.0,0.0,1001.0
1.0,1.0,35.17,2.5,2.0,4.0,4.0,4.5,1.0,1.0,7.0,0.0,2.0,150.0,1271.0
1.0,1.0,35.17,4.5,2.0,14.0,8.0,5.75,0.0,0.0,0.0,1.0,1.0,711.0,1.0
1.0,1.0,35.17,25.125,2.0,14.0,8.0,1.625,1.0,1.0,1.0,1.0,2.0,515.0,501.0
1.0,1.0,36.25,5.0,2.0,8.0,5.0,2.5,1.0,1.0,6.0,0.0,2.0,0.0,368.0
1.0,1.0,36.33,2.125,1.0,9.0,4.0,0.085,1.0,1.0,1.0,0.0,2.0,50.0,1188.0
1.0,1.0,36.67,3.25,2.0,11.0,8.0,9.0,1.0,0.0,0.0,1.0,2.0,102.0,640.0
1.0,1.0,36.67,4.415,1.0,4.0,4.0,0.25,1.0,1.0,10.0,1.0,2.0,320.0,1.0
1.0,1.0,36.75,0.125,1.0,8.0,4.0,1.5,0.0,0.0,0.0,1.0,2.0,232.0,114.0
1.0,1.0,37.33,6.5,2.0,7.0,8.0,4.25,1.0,1.0,12.0,1.0,2.0,93.0,1.0
1.0,1.0,37.42,2.04,2.0,9.0,4.0,0.04,1.0,0.0,0.0,1.0,2.0,400.0,5801.0
1.0,1.0,37.5,1.125,1.0,2.0,4.0,1.5,0.0,0.0,0.0,1.0,2.0,431.0,1.0
1.0,1.0,37.58,0.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,184.0,1.0
1.0,1.0,38.17,10.125,2.0,14.0,4.0,2.5,1.0,1.0,6.0,0.0,2.0,520.0,197.0
1.0,1.0,38.58,3.335,2.0,9.0,4.0,4.0,1.0,1.0,14.0,0.0,2.0,383.0,1345.0
1.0,1.0,38.67,0.21,2.0,4.0,4.0,0.085,1.0,0.0,0.0,1.0,2.0,280.0,1.0
1.0,1.0,39.0,5.0,2.0,13.0,4.0,3.5,1.0,1.0,10.0,1.0,2.0,0.0,1.0
1.0,1.0,39.08,6.0,2.0,7.0,4.0,1.29,1.0,1.0,5.0,1.0,2.0,108.0,1098.0
1.0,1.0,39.17,1.625,2.0,8.0,4.0,1.5,1.0,1.0,10.0,0.0,2.0,186.0,4701.0
1.0,1.0,39.17,1.71,2.0,14.0,4.0,0.125,1.0,1.0,5.0,1.0,2.0,480.0,1.0
1.0,1.0,39.25,9.5,2.0,7.0,4.0,6.5,1.0,1.0,14.0,0.0,2.0,240.0,4608.0
1.0,1.0,39.33,5.875,2.0,13.0,8.0,10.0,1.0,1.0,14.0,1.0,2.0,399.0,1.0
1.0,1.0,39.5,4.25,2.0,8.0,5.0,6.5,1.0,1.0,16.0,0.0,2.0,117.0,1211.0
1.0,1.0,39.58,13.915,2.0,9.0,4.0,8.625,1.0,1.0,6.0,1.0,2.0,70.0,1.0
1.0,1.0,39.92,0.54,1.0,6.0,4.0,0.5,1.0,1.0,3.0,0.0,2.0,200.0,1001.0
1.0,1.0,39.92,6.21,2.0,11.0,4.0,0.04,1.0,1.0,1.0,0.0,2.0,200.0,301.0
1.0,1.0,40.0,6.5,2.0,6.0,5.0,3.5,1.0,1.0,1.0,0.0,2.0,0.0,501.0
1.0,1.0,40.25,21.5,2.0,10.0,9.0,20.0,1.0,1.0,11.0,0.0,2.0,0.0,1201.0
1.0,1.0,40.58,5.0,2.0,8.0,4.0,5.0,1.0,1.0,7.0,0.0,2.0,0.0,3066.0
1.0,1.0,41.0,0.04,2.0,10.0,4.0,0.04,0.0,1.0,1.0,0.0,1.0,560.0,1.0
1.0,1.0,41.17,4.04,2.0,13.0,8.0,7.0,1.0,1.0,8.0,0.0,2.0,320.0,1.0
1.0,1.0,41.33,0.0,2.0,8.0,5.0,15.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
1.0,1.0,41.42,5.0,2.0,11.0,8.0,5.0,1.0,1.0,6.0,1.0,2.0,470.0,1.0
1.0,1.0,41.5,1.54,2.0,3.0,5.0,3.5,0.0,0.0,0.0,0.0,2.0,216.0,1.0
1.0,1.0,41.75,0.96,2.0,14.0,4.0,2.5,1.0,0.0,0.0,0.0,2.0,510.0,601.0
1.0,1.0,41.92,0.42,2.0,8.0,8.0,0.21,1.0,1.0,6.0,0.0,2.0,220.0,949.0
1.0,1.0,42.0,0.205,2.0,3.0,8.0,5.125,1.0,0.0,0.0,0.0,2.0,400.0,1.0
1.0,1.0,42.0,9.79,2.0,14.0,8.0,7.96,1.0,1.0,8.0,0.0,2.0,0.0,1.0
1.0,1.0,42.08,1.04,2.0,9.0,4.0,5.0,1.0,1.0,6.0,1.0,2.0,500.0,10001.0
1.0,1.0,42.17,5.04,2.0,11.0,8.0,12.75,1.0,0.0,0.0,1.0,2.0,92.0,1.0
1.0,1.0,42.5,4.915,1.0,9.0,4.0,3.165,1.0,0.0,0.0,1.0,2.0,52.0,1443.0
1.0,1.0,42.83,4.625,2.0,11.0,4.0,4.58,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,1.0,43.0,0.29,1.0,13.0,8.0,1.75,1.0,1.0,8.0,0.0,2.0,100.0,376.0
1.0,1.0,43.08,0.375,1.0,8.0,4.0,0.375,1.0,1.0,8.0,1.0,2.0,300.0,163.0
1.0,1.0,43.25,3.0,2.0,11.0,8.0,6.0,1.0,1.0,11.0,0.0,2.0,80.0,1.0
1.0,1.0,44.0,2.0,2.0,7.0,4.0,1.75,1.0,1.0,2.0,1.0,2.0,0.0,16.0
1.0,1.0,44.33,0.5,2.0,3.0,8.0,5.0,1.0,0.0,0.0,1.0,2.0,320.0,1.0
1.0,1.0,45.0,8.5,2.0,13.0,8.0,14.0,1.0,1.0,1.0,1.0,2.0,88.0,2001.0
1.0,1.0,47.67,0.29,2.0,8.0,5.0,15.0,1.0,1.0,20.0,0.0,2.0,0.0,15001.0
1.0,1.0,47.67,2.5,2.0,7.0,5.0,2.5,1.0,1.0,12.0,1.0,2.0,410.0,2511.0
1.0,1.0,48.08,6.04,2.0,4.0,4.0,0.04,0.0,0.0,0.0,0.0,2.0,0.0,2691.0
1.0,1.0,48.17,3.5,2.0,6.0,4.0,3.5,1.0,0.0,0.0,0.0,1.0,230.0,1.0
1.0,1.0,48.17,7.625,2.0,9.0,8.0,15.5,1.0,1.0,12.0,0.0,2.0,0.0,791.0
1.0,1.0,48.25,25.085,2.0,9.0,4.0,1.75,1.0,1.0,3.0,0.0,2.0,120.0,15.0
1.0,1.0,48.33,12.0,2.0,7.0,4.0,16.0,1.0,0.0,0.0,0.0,1.0,110.0,1.0
1.0,1.0,48.5,4.25,2.0,7.0,4.0,0.125,1.0,0.0,0.0,1.0,2.0,225.0,1.0
1.0,1.0,48.58,0.205,1.0,4.0,4.0,0.25,1.0,1.0,11.0,0.0,2.0,380.0,2733.0
1.0,1.0,48.58,6.5,2.0,11.0,8.0,6.0,1.0,0.0,0.0,1.0,2.0,350.0,1.0
1.0,1.0,48.75,8.5,2.0,8.0,8.0,12.5,1.0,1.0,9.0,0.0,2.0,181.0,1656.0
1.0,1.0,49.5,7.585,2.0,3.0,5.0,7.585,1.0,1.0,15.0,1.0,2.0,0.0,5001.0
1.0,1.0,51.33,10.0,2.0,3.0,5.0,0.0,1.0,1.0,11.0,0.0,2.0,0.0,1250.0
1.0,1.0,51.42,0.04,2.0,14.0,8.0,0.04,1.0,0.0,0.0,0.0,2.0,0.0,3001.0
1.0,1.0,51.58,15.0,2.0,8.0,4.0,8.5,1.0,1.0,9.0,0.0,2.0,0.0,1.0
1.0,1.0,52.5,6.5,2.0,4.0,4.0,6.29,1.0,1.0,15.0,0.0,2.0,0.0,11203.0
1.0,1.0,53.92,9.625,2.0,10.0,4.0,8.665,1.0,1.0,5.0,0.0,2.0,0.0,1.0
1.0,1.0,54.33,6.75,2.0,8.0,8.0,2.625,1.0,1.0,11.0,1.0,2.0,0.0,285.0
1.0,1.0,54.42,0.5,1.0,4.0,8.0,3.96,1.0,0.0,0.0,0.0,2.0,180.0,315.0
1.0,1.0,54.58,9.415,2.0,1.0,1.0,14.415,1.0,1.0,11.0,1.0,2.0,30.0,301.0
1.0,1.0,55.92,11.5,2.0,1.0,1.0,5.0,1.0,1.0,5.0,0.0,2.0,0.0,8852.0
1.0,1.0,56.0,12.5,2.0,4.0,8.0,8.0,1.0,0.0,0.0,1.0,2.0,24.0,2029.0
1.0,1.0,56.42,28.0,1.0,8.0,4.0,28.5,1.0,1.0,40.0,0.0,2.0,0.0,16.0
1.0,1.0,56.58,18.5,2.0,2.0,5.0,15.0,1.0,1.0,17.0,1.0,2.0,0.0,1.0
1.0,1.0,56.75,12.25,2.0,7.0,4.0,1.25,1.0,1.0,4.0,1.0,2.0,200.0,1.0
1.0,1.0,57.42,8.5,2.0,10.0,8.0,7.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0
1.0,1.0,57.83,7.04,2.0,7.0,4.0,14.0,1.0,1.0,6.0,1.0,2.0,360.0,1333.0
1.0,1.0,59.5,2.75,2.0,9.0,4.0,1.75,1.0,1.0,5.0,1.0,2.0,60.0,59.0
1.0,1.0,59.67,1.54,2.0,11.0,4.0,0.125,1.0,0.0,0.0,1.0,2.0,260.0,1.0
1.0,1.0,60.08,14.5,2.0,1.0,1.0,18.0,1.0,1.0,15.0,1.0,2.0,0.0,1001.0
1.0,1.0,64.08,20.0,2.0,14.0,8.0,17.5,1.0,1.0,9.0,1.0,2.0,0.0,1001.0
1.0,1.0,65.42,11.0,2.0,10.0,9.0,20.0,1.0,1.0,7.0,1.0,2.0,22.0,1.0
1.0,1.0,67.75,5.5,2.0,10.0,9.0,13.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0
